image_path,predicted_face_shape,hairstyle
data\Straight\6cf027a377ff2ad459cfbe2f270be6be.jpg,Square,Straight
data\Straight\6eae25306899675f940442122e995bd1.jpg,Oval,Straight
data\Straight\6ede32dd8dfb38486b88c582c4acbe75.jpg,Oval,Straight
data\Straight\6f5ed83c2e102e3203efc14bc8e5d4fc.jpg,Oblong,Straight
data\Straight\71fb5bb319713ff75b11d39eb92ac03a.jpg,Square,Straight
data\Straight\71GMuaYnEbL._SL1500_.jpg,Oblong,Straight
data\Straight\747f784dfc37afe3603469d00cc8b413.jpg,Oblong,Straight
data\Straight\756d633cda8da1c052b84fe58ff61ebb.jpg,Square,Straight
data\Straight\76673a702f9c31154760721c2de1a25c2.jpg,Oblong,Straight
data\Straight\76fc4efba0d81d64097b3a8dc0bef8e6.jpg,Square,Straight
data\Straight\773b0ce27a9a667c4daffd921aefd0cb.jpg,Oval,Straight
data\Straight\77a88adbd375ca09e63bffb22a12ee6f.png,Oblong,Straight
data\Straight\7c3bc3d43a41bfc4add8a144bc96669f3.jpg,Oblong,Straight
data\Straight\7e8c9d0b8ea8ec8ae63c9cac1ba9e173.jpg,Oval,Straight
data\Straight\7f1cf0b60488dcab2353d74e581fd584.jpg,Oblong,Straight
data\Straight\7f6f137e9e49d8b16c3ce0134378cb08.jpg,Square,Straight
data\Straight\7fd288fc152e501053797c13a978a86f.jpg,Oval,Straight
data\Straight\8-centreparted-layered-cut-for-long-hair.jpg,Heart,Straight
data\Straight\812934a13f52155333f6c35c2c4a1b62.jpg,Oval,Straight
data\Straight\857cb1e928c2bbd293eac0676acdeaed.jpg,Square,Straight
data\Straight\86192002-7534-4b9f-87e9-65af064b4bbf_blog_ln_.jpg,Oblong,Straight
data\Straight\8659e141284384b990a75adab198ac69.jpg,Heart,Straight
data\Straight\87779a4a8e6adf2f0e7f17908a962a28.jpg,Heart,Straight
data\Straight\87e8c2f27ea48711333584af57957aff.jpg,Square,Straight
data\Straight\883887569f8effabedc54c46dd0c6853.jpg,Oval,Straight
data\Straight\8881976_f496.jpg,Oblong,Straight
data\Straight\893320b23722ce6b5f58fb3a1009cad5--medium-hairstyles-for-men-mens-hairstyles-.jpg,Heart,Straight
data\Straight\89a9561da1ca6fc962c47ba6d822cb0a.jpg,Square,Straight
data\Straight\8e6b5ab7ec837d2d5d71851944d36995.jpg,Oval,Straight
data\Straight\8efd100000000000.jpg,Oblong,Straight
data\Straight\8faef4cf4b4c89aa3680517c9fcaa46a3.jpg,Oblong,Straight
data\Straight\9058344104f626dbc85e40ba246ec81f2.jpg,Oval,Straight
data\Straight\955c06d83b4585f8839428a425dceaec.jpg,Square,Straight
data\Straight\9721a391b15ab051c5094ba0f66200f6.jpg,Oblong,Straight
data\Straight\9ac1b800eec2e3f34c06d23cba2d7bf7.jpg,Oblong,Straight
data\Straight\9ae327703f54d35e015a3449782e3b18.jpg,Heart,Straight
data\Straight\9b0f5a9e064fa172985ab84c51c64947.jpg,Heart,Straight
data\Straight\9e124569d58a4c6451f50d65db5b1198.png,Oblong,Straight
data\Straight\a1ac078cfa30189dd7f7c5ad506ae30c.jpg,Oblong,Straight
data\Straight\a624c2e8fe517da0b73e61f830e2060e.jpg,Oval,Straight
data\Straight\a92c5d5e24c3136c464307625c1b9911.jpg,Square,Straight
data\Straight\ab756aa23a93252d66058ba27c7bc47c--top-hairstyles-for-men-teen-boy-hairstyles.jpg,Square,Straight
data\Straight\abc552626f196092509f79e26195dbce.jpg,Oblong,Straight
data\Straight\ade516d6b9989128ac44f9c0165ce1d7.jpg,Oblong,Straight
data\Straight\amritarao.jpg,Oval,Straight
data\Straight\andrewdoeshair-easy-hairstyles-for-men-air-dry-wavy-good-haircut-e1543343172885.jpg,Oblong,Straight
data\Straight\b2c516b421673a3164964ee982308143.jpg,Oblong,Straight
data\Straight\b3bcc79f7028ac72b238551b5f6ad891.jpg,Oblong,Straight
data\Straight\b411472d36ab80809266d3de186fb4e6.jpg,Oval,Straight
data\Straight\b812b735af5e87e90a004f24cd17dbda--jet-black-color-black-colors.jpg,Oval,Straight
data\Straight\bc342be10d7b9e33d9ef62d8e8b0c5992.jpg,Round,Straight
data\Straight\bda09fc8aa7632cf03e41a07980bf9ac.jpg,Oblong,Straight
data\Straight\be8a48dd-4c26-4d3e-8b0f-a456315ce855-1636042629.jpeg,Oblong,Straight
data\Straight\beautiful-keratin-treated-hair_23-2149332491.jpg,Oval,Straight
data\Straight\best-Asian-hairstyles-1.jpg,Oval,Straight
data\Straight\best-haircuts-for-straight-hair-asymmetrical-bob.jpg,Heart,Straight
data\Straight\Best-Hairstyles-For-Men-with-Thick-Hair.jpg,Oval,Straight
data\Straight\Best-Long-Haircuts-For-Boys-2015-3.jpg,Oblong,Straight
data\Straight\Black-Girls-Hairstyles-INDIAN-REMY-STRAIGHT-FULL-LACE-WIG.jpg,Oblong,Straight
data\Straight\Black-Girls-Hairstyles-Uhair-Virgin-Indian-Hair-Straight-4.jpg,Oval,Straight
data\Straight\BnIQijhCcAEofEG.png,Oblong,Straight
data\Straight\bold-straight-and-sleek-middle-part-bob-style.jpg,Oblong,Straight
data\Straight\Brazilian_Hair_Straight_grande_3d744608-b45d-4cea-8fb2-71d5ce510152_large.png,Oblong,Straight
data\Straight\BvGX8t6CcAMWlmu.jpg,Oblong,Straight
data\Straight\ByWN7j3IEAEygx-.jpg,Round,Straight
data\Straight\c2d3751a55f8e39a781508593b83d319.jpg,Heart,Straight
data\Straight\c50e025b4472885a60c633775a8e9482--japanese-hairstyle-men-samurai-hairstyle.jpg,Oval,Straight
data\Straight\c792376506ae6474fd901832f2e07e03.jpg,Oblong,Straight
data\Straight\c907dc6c79ebebd17c0bcaf366ec6c6d.jpg,Oblong,Straight
data\Straight\ca933b48caed138f8a9b5a88b1fb0800.png,Oblong,Straight
data\Straight\caf03e2b33942738274b9e3d44632040.jpg,Oval,Straight
data\Straight\Caramel-Medium-Length-Hair.jpg,Oval,Straight
data\Straight\ccacf533ec92e2df9351f525413ba31f.jpg,Oblong,Straight
data\Straight\cee929ebc0cb9c93ddd831331a247624.jpg,Oval,Straight
data\Straight\center-parted-long-straight-hair-with-front-layers.jpg,Oval,Straight
data\Straight\clean-high-fade-for-men-with-thick-hair-500x625.jpg,Square,Straight
data\Straight\close-up-young-stylish-women-making-selfie-using-her-own-smartphone-dressed-casual-yellow-t-shirt-has-straight-hair-wants-new-photo-social-networks_176532-8744.jpg,Oblong,Straight
data\Straight\closeup-shoot-of-young-attractive-female-holding-a-camera-looking-straight-and-taking-a-selfie-smiling-happily-with-isolated-background-T1RP9T.jpg,Oval,Straight
data\Straight\content_thin-hair_1.jpg,Oval,Straight
data\Straight\crew-cut-for-men.jpg,Round,Straight
data\Straight\Crowded-Thick-Volume-with-Undercut-Taper-Fade-1.jpg,Square,Straight
data\Straight\cute-front-haircut-for-women2.jpg,Oblong,Straight
data\Straight\d06ad250842dd9456e58f1ac6420917d.jpg,Oval,Straight
data\Straight\d0c00473ab13e10368014fae26b2f0e5.jpg,Oval,Straight
data\Straight\d0fe3fe8a55705df5f814f1b2ce86cbd.jpg,Heart,Straight
data\Straight\d3b65507b3caa9b556f8b05375caf691.jpg,Oval,Straight
data\Straight\d3ee68c3d4e74368d26bcc5f99e55834.jpg,Oval,Straight
data\Straight\d9ddf7ab86203ebafd4b74488fd8d10f.jpg,Square,Straight
data\Straight\db4dbc136f8f0ebd32b6854bbd9834d2.jpg,Oval,Straight
data\Straight\dc314a9db760c2917177f9e23c9ca93c.jpg,Oblong,Straight
data\Straight\dd94337cff25c0b5eb3af3fae95a9061.jpg,Oval,Straight
data\Straight\depositphotos_42859553-stock-photo-beautiful-indian-woman-with-long.jpg,Square,Straight
data\Straight\DJOS6WwVYAA0oLv.jpg,Oval,Straight
data\Straight\download.jpg,Heart,Straight
data\Straight\Dyed-Undercut-Pompadour.jpg,Square,Straight
data\Straight\e0ccb8a330ff370eeb1b5c6deab71ba2--teen-boy-hairstyles-boys-haircuts-.jpg,Oblong,Straight
data\Straight\e374f7844815aaeb27d48dac10c5e9ff.jpg,Oblong,Straight
data\Straight\e712770dda9f82f74bc25988dd74949e.jpg,Oblong,Straight
data\Straight\e83e83a0c2ea262eb27fc652ec56c738.jpg,Heart,Straight
data\Straight\e934a154bd3016b721496148a7804da7.jpg,Square,Straight
data\Straight\e94f9db781e9ddb50c42263f54ca65ff.jpg,Oval,Straight
data\Straight\Edgy-Pixie-Haircuts-Straight-Short-Hair.jpg,Heart,Straight
data\Straight\efaaf8a497aeaec9e5c9fa5460f8b896.jpg,Oblong,Straight
data\Straight\Emiru-sans-Long-naturally-straight-hair.jpg,Oval,Straight
data\Straight\exact-how-to-get-kim-kardashian-super-sleek-straight-hair-ftr-1.jpg,Oblong,Straight
data\Straight\extra-long-layers-for-long-straight-hair.jpg,Oval,Straight
data\Straight\Extraordinary_Straight_Hair_Natural_Tips_for_Health_Length_Retention_3.jpg,Oblong,Straight
data\Straight\f09c67e2e40433fabfebbd24d8971fbf.jpg,Oval,Straight
data\Straight\f09e68f4579a21c72ecc77d6669709b4.jpg,Oblong,Straight
data\Straight\f3976d7954dc8d600ee9a78186f6c7e8.jpg,Round,Straight
data\Straight\f3c15b1a7763222c630229dbd7f98e63.jpg,Square,Straight
data\Straight\f605c6a36fda9e515e84ff26a0d10280.jpg,Oblong,Straight
data\Straight\f7df93e92a095aad0c333d85697f61a0.jpg,Oval,Straight
data\Straight\f849403185593c8dee012223e98fcb43.jpg,Oblong,Straight
data\Straight\fa4bc81ca5d38c8f9bea8ef882c2c170.jpg,Oblong,Straight
data\Straight\fa5a7847d57c8f39d8bd92b64cb21eec.jpg,Round,Straight
data\Straight\Faux-Hawk-Hairstyles-for-Men-with-Straight-Thick-Hair.jpg,Oblong,Straight
data\Straight\fb862a92efddf37f1d227899efc37545.jpg,Oval,Straight
data\Straight\golden-highlights-straight-1-ghs-clip-and-go-skyhair-original-imag357gc5fnrhff.jpeg,Square,Straight
data\Straight\graphicstock-half-length-of-young-handsome-caucasian-reddish-straight-hair-woman-taking-a-selfie-looking-in-camera-smiling-vanity-social-network-concept_BaZNfnukZ_SB_PM.jpg,Oblong,Straight
data\Straight\graphicstock-young-handsome-asiatic-long-brown-straight-hair-woman-taking-selfie-outdoor-in-the-city-with-a-smartphone-smiling-vanity-technology-social-network-concept_B6fyU2Ok-_SB_PM.jpg,Round,Straight
data\Straight\graphicstock-young-handsome-caucasian-reddish-straight-hair-woman-sitting-on-a-small-wall-holding-a-tablet-taking-a-selfie-doing-grimace-technology-social-network-youthful-concept_BTFpe2_1W_SB_PM.jpg,Heart,Straight
data\Straight\guidetostraight.jpg,Heart,Straight
data\Straight\hair-styles-for-men-14.jpg,Square,Straight
data\Straight\haircuts-for-fine-straight-hair.jpg,Oval,Straight
data\Straight\Haircuts-For-Men-with-Thick-Hair-Slicked-Back.jpg,Oval,Straight
data\Straight\Haircuts-For-Men-With-Thick-Hair.jpg,Oblong,Straight
data\Straight\haircuts-for-round-face-indian.png,Round,Straight
data\Straight\hairstyle-straight-hair.jpg,Oval,Straight
data\Straight\hairstyles-for-men-with-straight-hair-4.jpg,Square,Straight
data\Straight\hairstyles-for-men-with-thick-hair-1.jpg,Square,Straight
data\Straight\hairstyles_for_thick_hair_33.jpg,Oblong,Straight
data\Straight\Hairstyles_Men_Thick_Hair_15.jpg,Square,Straight
data\Straight\half-length-of-young-handsome-asiatic-long-brown-straight-hair-woman-F6H1E5.jpg,Oval,Straight
data\Straight\HerStyler-8-Best-Haircuts-for-Thick-Straight-Hair-.jpg,Oblong,Straight
data\Straight\HIgh-Volume-Brush-up-Hairstyle.jpg,Square,Straight
data\Straight\Highlighted-Straight-Hair-with-Long-Layers.jpg,Oblong,Straight
data\Straight\how-to-get-beach-waves-hair-with-a-straightener.jpg,Oval,Straight
data\Straight\hp1.jpg,Oblong,Straight
data\Straight\hp8302-04.jpg,Oval,Straight
data\Straight\HTB1t8EzNVXXXXXLaFXXq6xXFXXX3.jpg,Heart,Straight
data\Straight\image (2).jpeg,Round,Straight
data\Straight\image(1).jpeg,Oval,Straight
data\Straight\image.jpeg,Oval,Straight
data\Straight\image1(1).jpeg,Oval,Straight
data\Straight\image12(1).jpeg,Oblong,Straight
data\Straight\image13(1).jpeg,Oblong,Straight
data\Straight\image14(1).jpeg,Square,Straight
data\Straight\image15(1).jpeg,Oblong,Straight
data\Straight\image17 (2).jpeg,Oval,Straight
data\Straight\image17.jpeg,Oval,Straight
data\Straight\image18(1).jpeg,Oblong,Straight
data\Straight\image19.jpeg,Square,Straight
data\Straight\image2(1).jpeg,Square,Straight
data\Straight\image2.jpeg,Heart,Straight
data\Straight\image21.jpeg,Oval,Straight
data\Straight\image22.jpeg,Square,Straight
data\Straight\image25.jpeg,Oblong,Straight
data\Straight\image29.jpeg,Oval,Straight
data\Straight\image3.jpeg,Square,Straight
data\Straight\image31.jpeg,Oval,Straight
data\Straight\image4(1).jpeg,Oval,Straight
data\Straight\image5.jpeg,Square,Straight
data\Straight\image6 (2).jpeg,Oblong,Straight
data\Straight\image6.jpeg,Oval,Straight
data\Straight\image7(1).jpeg,Round,Straight
data\Straight\image8(1).jpeg,Oval,Straight
data\Straight\image8.jpeg,Round,Straight
data\Straight\image9(1).jpeg,Oval,Straight
data\Straight\images (1).jpg,Round,Straight
data\Straight\images (10).jpg,Oblong,Straight
data\Straight\images (11).jpg,Heart,Straight
data\Straight\images (12).jpg,Round,Straight
data\Straight\images (2).jpg,Oblong,Straight
data\Straight\images (3).jpg,Oval,Straight
data\Straight\images (4).jpg,Oblong,Straight
data\Straight\images (5).jpg,Square,Straight
data\Straight\images (6).jpg,Heart,Straight
data\Straight\images (7).jpg,Oblong,Straight
data\Straight\images (8).jpg,Oblong,Straight
data\Straight\images (9).jpg,Oval,Straight
data\Straight\images(1).jpg,Oblong,Straight
data\Straight\images.jpg,Round,Straight
data\Straight\images10.jpg,Square,Straight
data\Straight\images100 (2).jpg,Square,Straight
data\Straight\images100.jpg,Round,Straight
data\Straight\images101.jpg,Oblong,Straight
data\Straight\images103.jpg,Heart,Straight
data\Straight\images104.jpg,Square,Straight
data\Straight\images107 (2).jpg,Round,Straight
data\Straight\images107.jpg,Oblong,Straight
data\Straight\images108.jpg,Oblong,Straight
data\Straight\images109.jpg,Oblong,Straight
data\Straight\images110.jpg,Oval,Straight
data\Straight\images111.jpg,Oval,Straight
data\Straight\images117.jpg,Oval,Straight
data\Straight\images118.jpg,Square,Straight
data\Straight\images121.jpg,Square,Straight
data\Straight\images122.jpg,Oblong,Straight
data\Straight\images124.jpg,Oblong,Straight
data\Straight\images125.jpg,Oblong,Straight
data\Straight\images13.jpg,Oblong,Straight
data\Straight\images134.jpg,Oval,Straight
data\Straight\images135.jpg,Heart,Straight
data\Straight\images136.jpg,Oval,Straight
data\Straight\images139.jpg,Oblong,Straight
data\Straight\images143.jpg,Oval,Straight
data\Straight\images145.jpg,Oval,Straight
data\Straight\images149.jpg,Oblong,Straight
data\Straight\images15.jpg,Oval,Straight
data\Straight\images150.jpg,Oblong,Straight
data\Straight\images151.jpg,Oval,Straight
data\Straight\images153.jpg,Oval,Straight
data\Straight\images159.jpg,Oblong,Straight
data\Straight\images16.jpg,Oval,Straight
data\Straight\images17 (2).jpg,Oblong,Straight
data\Straight\images17.jpg,Oval,Straight
data\Straight\images18(1).jpg,Oblong,Straight
data\Straight\images19.jpg,Square,Straight
data\Straight\images197.jpg,Oval,Straight
data\Straight\images2(1).jpg,Oblong,Straight
data\Straight\images2.jpg,Oval,Straight
data\Straight\images20(1).jpg,Oval,Straight
data\Straight\images20.jpg,Round,Straight
data\Straight\images200.jpg,Round,Straight
data\Straight\images201.jpg,Oblong,Straight
data\Straight\images202.jpg,Oblong,Straight
data\Straight\images204.jpg,Round,Straight
data\Straight\images206.jpg,Oblong,Straight
data\Straight\images207.jpg,Oval,Straight
data\Straight\images208.jpg,Oblong,Straight
data\Straight\images209.jpg,Square,Straight
data\Straight\images210.jpg,Oblong,Straight
data\Straight\images212.jpg,Round,Straight
data\Straight\images213.jpg,Square,Straight
data\Straight\images214.jpg,Oval,Straight
data\Straight\images215.jpg,Round,Straight
data\Straight\images216.jpg,Round,Straight
data\Straight\images218.jpg,Oval,Straight
data\Straight\images219.jpg,Oval,Straight
data\Straight\images22.jpg,Oval,Straight
data\Straight\images220.jpg,Oval,Straight
data\Straight\images221.jpg,Square,Straight
data\Straight\images226.jpg,Heart,Straight
data\Straight\images229.jpg,Oblong,Straight
data\Straight\images23.jpg,Round,Straight
data\Straight\images230.jpg,Oval,Straight
data\Straight\images231.jpg,Oval,Straight
data\Straight\images24.jpg,Square,Straight
data\Straight\images243.jpg,Square,Straight
data\Straight\images244.jpg,Oval,Straight
data\Straight\images254.jpg,Heart,Straight
data\Straight\images257.jpg,Oblong,Straight
data\Straight\images260.jpg,Oblong,Straight
data\Straight\images261.jpg,Oval,Straight
data\Straight\images263.jpg,Oval,Straight
data\Straight\images266.jpg,Oblong,Straight
data\Straight\images272.jpg,Square,Straight
data\Straight\images28(1).jpg,Square,Straight
data\Straight\images28.jpg,Oblong,Straight
data\Straight\images280.jpg,Oval,Straight
data\Straight\images283.jpg,Oval,Straight
data\Straight\images284.jpg,Round,Straight
data\Straight\images288.jpg,Oblong,Straight
data\Straight\images289.jpg,Oblong,Straight
data\Straight\images293.jpg,Oval,Straight
data\Straight\images294.jpg,Round,Straight
data\Straight\images298.jpg,Oblong,Straight
data\Straight\images299.jpg,Square,Straight
data\Straight\images300.jpg,Oblong,Straight
data\Straight\images301.jpg,Oval,Straight
data\Straight\images302.jpg,Round,Straight
data\Straight\images303.jpg,Oval,Straight
data\Straight\images304.jpg,Oblong,Straight
data\Straight\images305.jpg,Oval,Straight
data\Straight\images309.jpg,Oblong,Straight
data\Straight\images31.jpg,Square,Straight
data\Straight\images312.jpg,Oblong,Straight
data\Straight\images316.jpg,Oblong,Straight
data\Straight\images319.jpg,Oblong,Straight
data\Straight\images32.jpg,Oval,Straight
data\Straight\images33(1).jpg,Square,Straight
data\Straight\images34(1).jpg,Oblong,Straight
data\Straight\images35.jpg,Round,Straight
data\Straight\images37(1).jpg,Round,Straight
data\Straight\images38(1).jpg,Round,Straight
data\Straight\images38.jpg,Oblong,Straight
data\Straight\images4(1).jpg,Heart,Straight
data\Straight\images40.jpg,Oblong,Straight
data\Straight\images42.jpg,Oval,Straight
data\Straight\images43(1).jpg,Oval,Straight
data\Straight\images45(1).jpg,Oval,Straight
data\Straight\images46(1).jpg,Oblong,Straight
data\Straight\images47 (2).jpg,Square,Straight
data\Straight\images47.jpg,Oblong,Straight
data\Straight\images49.jpg,Oval,Straight
data\Straight\images5(1).jpg,Oblong,Straight
data\Straight\images50(1).jpg,Oval,Straight
data\Straight\images51(1).jpg,Oblong,Straight
data\Straight\images51.jpg,Oval,Straight
data\Straight\images52.jpg,Oval,Straight
data\Straight\images55.jpg,Oblong,Straight
data\Straight\images56.jpg,Round,Straight
data\Straight\images6(1).jpg,Oblong,Straight
data\Straight\images61 (2).jpg,Oval,Straight
data\Straight\images61.jpg,Oval,Straight
data\Straight\images62.jpg,Square,Straight
data\Straight\images65.jpg,Oval,Straight
data\Straight\images67 (2).jpg,Oval,Straight
data\Straight\images67.jpg,Oblong,Straight
data\Straight\images69.jpg,Oblong,Straight
data\Straight\images7(1).jpg,Square,Straight
data\Straight\images71.jpg,Oblong,Straight
data\Straight\images73.jpg,Oval,Straight
data\Straight\images74.jpg,Square,Straight
data\Straight\images79.jpg,Oval,Straight
data\Straight\images8.jpg,Round,Straight
data\Straight\images80.jpg,Round,Straight
data\Straight\images81.jpg,Round,Straight
data\Straight\images83 (2).jpg,Oval,Straight
data\Straight\images83.jpg,Oblong,Straight
data\Straight\images84 (2).jpg,Square,Straight
data\Straight\images84.jpg,Round,Straight
data\Straight\images85.jpg,Round,Straight
data\Straight\images86.jpg,Oval,Straight
data\Straight\images88.jpg,Oblong,Straight
data\Straight\images9.jpg,Round,Straight
data\Straight\images91.jpg,Oval,Straight
data\Straight\images92.jpg,Oval,Straight
data\Straight\images93.jpg,Square,Straight
data\Straight\images95.jpg,Heart,Straight
data\Straight\images98.jpg,Heart,Straight
data\Straight\images99.jpg,Oval,Straight
data\Straight\IMG_6585.PNG,Square,Straight
data\Straight\IMG_6586.PNG,Oval,Straight
data\Straight\IMG_6587.PNG,Heart,Straight
data\Straight\IMG_6588.PNG,Oblong,Straight
data\Straight\Indian-hairstyles-for-girls1.jpg,Round,Straight
data\Straight\indian-hairstyles-for-short-hair-15.jpg,Square,Straight
data\Straight\indian-hairstyles-for-short-hair-24.jpg,Square,Straight
data\Straight\indian-hairstyles-for-short-hair-7-e1533446619785.jpg,Square,Straight
data\Straight\indian-hairstyles-for-short-hair-flosaira-straight-up-gorgeous.jpg,Oval,Straight
data\Straight\Indians-prefer-long--straight-hair-on-women--says-survey_16c8b9993b1_medium.jpg,Oblong,Straight
data\Straight\kims-long-hair-look-ftr.jpg,Oblong,Straight
data\Straight\layered-haircut-with-balayage-long-straight.jpg,Oblong,Straight
data\Straight\Layered-With-Balayage-Straight-Hairstyle-for-Women.jpg,Oblong,Straight
data\Straight\long-hair.jpg,Heart,Straight
data\Straight\long-hairstyles-for-indian-women-18.jpg,Heart,Straight
data\Straight\Long-Hairstyles-For-Men-With-Thick-Hair-Shoulder-Length-Messy-Hair.jpg,Oblong,Straight
data\Straight\Long-Hairstyles-for-Men-with-Thick-Hair.jpg,Oblong,Straight
data\Straight\Long-straight-hair-feature-image.jpg,Oblong,Straight
data\Straight\long-straight-hairstyles.jpg,Oblong,Straight
data\Straight\long-straight-indian-full-lace-human-hair-wigs-20inch-5734.jpg,Oblong,Straight
data\Straight\long-straight-weave-hairstyle-1.jpg.webp,Oval,Straight
data\Straight\Long-Textured-Crop-Low-Fade-For-Thick-Hair-Men.jpg,Square,Straight
data\Straight\man-with-long-straight-hair.jpg.webp,Square,Straight
data\Straight\maxresdefault2.jpg,Oval,Straight
data\Straight\men-thick-hair-clean-high-fade-500x500.jpg,Square,Straight
data\Straight\Messy-Brushed-Up-Hair-with-Light-Beard.jpg,Oblong,Straight
data\Straight\Messy-Hair.jpg,Square,Straight
data\Straight\messy-style-e1534520079208.jpg,Square,Straight
data\Straight\Messy_Thick_Hair.jpg,Oval,Straight
data\Straight\Normal-Medium-Length-Hairstyles-195x300.jpg,Oval,Straight
data\Straight\nwm07pypnki31.jpg,Oblong,Straight
data\Straight\original.jpg,Heart,Straight
data\Straight\PHOTO20Priyanka20Chopras20gorgeous20straight20hair20day20makes20her20our20Woman20Crush20Wednesday.jpg,Oval,Straight
data\Straight\portrait-thoughtful-beautiful-brunette-young-girl-black-long-straight-hair-white-dress-standing-touching-her-chin-148269673.jpg,Oval,Straight
data\Straight\pretty-positive-joyful-60-aged-woman-with-straight-gray-hair-posing-her-smartphone-selfie-photo-sitting-red-armchair-front-green-wall-studio_161094-3464.jpg,Oval,Straight
data\Straight\rBVaSVq8Yl6AKLOGAAaqm6iIhz4035.jpg,Oblong,Straight
data\Straight\s1.jpg,Oval,Straight
data\Straight\s10.jpg,Round,Straight
data\Straight\s11.jpg,Oblong,Straight
data\Straight\s12.jpg,Square,Straight
data\Straight\s13.jpg,Round,Straight
data\Straight\s14.jpg,Oval,Straight
data\Straight\s15.jpg,Round,Straight
data\Straight\s2.jpg,Heart,Straight
data\Straight\s3.jpg,Oval,Straight
data\Straight\s4.jpg,Oblong,Straight
data\Straight\s5.jpg,Round,Straight
data\Straight\s6.jpg,Heart,Straight
data\Straight\s8.jpg,Round,Straight
data\Straight\s9.jpg,Oblong,Straight
data\Straight\selena-gomez-gtl-ftr-1.jpg,Heart,Straight
data\Straight\short-dark-brown-coif-mens-hair2-1024x683.jpg,Oval,Straight
data\Straight\Short-Haircuts-for-Mens-Thick-Hair.jpg,Square,Straight
data\Straight\Short-Hairstyles-for-Men-with-Thick-Hair.jpg,Oblong,Straight
data\Straight\short-hairstyles-men-thick-hair1.jpg,Square,Straight
data\Straight\short-messy-hairstyle-for-guys.jpg,Oval,Straight
data\Straight\slick-1100x660.jpg,Oblong,Straight
data\Straight\stock-photo-blue-eyes-simple-blonde-chic-short-hair-long-eyelashes-fashion-selfie-makeup-selfie-side-part-cd5fae6f-b14f-40eb-a64b-d07bda01eb35.jpg,Heart,Straight
data\Straight\stock-photo-girls-girl-glasses-hairstyle-serious-straight-hair-self-portrait-millennial-serious-face-f9a18f52-3232-4a80-9bcc-c9441cf19f99.jpg,Round,Straight
data\Straight\stock-photo-selfie-beautiful-girl-taken-pictures-of-her-self-instagram-half-length-of-young-handsome-1250709973.jpg,Oblong,Straight
data\Straight\Straight-hair-resized-782x439.jpg,Oblong,Straight
data\Straight\straight-hair-styling-ideas-blonde-ombre-683x1024.jpg,Oval,Straight
data\Straight\straight-hairstyles-2.jpg,Heart,Straight
data\Straight\straight-hairstyles-for-teenage-girls-1.jpg,Oblong,Straight
data\Straight\Straight-Layered-Hairstyles-1.jpg.webp,Oblong,Straight
data\Straight\Straight2520hair2520is2520trending2520on2520celebrity2520Instagrams2520this2520week2520.jpg,Oval,Straight
data\Straight\STRAIGHTENERS25200311222520GettyImages-1428405278_SQ.jpeg,Oblong,Straight
data\Straight\Straighthair-letmetakeaselfie_3ffd2c604ecc87127219d5ca8f0bb0c7.jpg,Oval,Straight
data\Straight\StraightHair.png,Heart,Straight
data\Straight\straighthair3-759x600.jpeg,Oval,Straight
data\Straight\straight_hair_piece.jpeg,Oval,Straight
data\Straight\studio-shot-of-an-attractive-young-woman-posing-royalty-free-image-1674502257.jpg,Oval,Straight
data\Straight\styles-for-straight-hair-1.jpg,Oval,Straight
data\Straight\TAW4_600x.png,Heart,Straight
data\Straight\TAW6_large.png,Oval,Straight
data\Straight\Textured-Messy-Top-High-Bald-Fade.jpg,Oblong,Straight
data\Straight\Thick_Haircuts_1_1024x.jpg,Square,Straight
data\Straight\Top-35-Best-MenE28099s-Haircuts-with-Bangs-Handsome-MenE28099s-Fringe-Hairstyles-Thick-Straight-Fringe-with-High-Taper.jpg,Oval,Straight
data\Straight\tp-straight-hair-men-1.jpg,Oblong,Straight
data\Straight\undercut.jpg,Oval,Straight
data\Straight\Understanding-Different-Types-Of-Straight-Hair.jpg,Oval,Straight
data\Straight\Untitled-design-6.jpg,Oval,Straight
data\Straight\vrbMFKQ.jpg,Oblong,Straight
data\Straight\vsco_063013_3.jpg,Oval,Straight
data\Straight\Wig-scroll-fluffy-oblique-bangs-wig-girls-long-curly-hair-long-straight-hair-pear.jpg,Oblong,Straight
data\Straight\wym7l4xaemsj6xy6rvj58_1080x1350.jpg,Heart,Straight
data\Straight\young-female-model-dark-straight-hair-gentle-smile-poses-making-selfie-sits-against-outdoor-sidewalk-cafe-uses-modern-117831591.jpg,Oblong,Straight
data\Straight\zendaya2-1.jpg,Oval,Straight
data\Straight\zzzzzz-0.jpg,Round,Straight
data\Wavy\007-deepika-padukone-vogue-int-24jul19-getty.jpg,Oval,Wavy
data\Wavy\021-vintage-hairstyles-75.jpg,Oblong,Wavy
data\Wavy\0837c1aa60868485923f00a96e7578853.jpg,Oval,Wavy
data\Wavy\096bc77c82488482558a824382d9c816.jpg,Oblong,Wavy
data\Wavy\1-thick-wavy-hair-Cdqtn6XuomO.jpg,Oblong,Wavy
data\Wavy\1-Untidy-Side-Braids.jpg,Heart,Wavy
data\Wavy\11.-Curled-Edges.jpg,Oblong,Wavy
data\Wavy\11148c4b0b0ef938a28374d7931ad901.jpg,Oblong,Wavy
data\Wavy\13_Feminine_Short_Haircuts_For_Wavy_Hair_Trending_Right_Now_1024x1024.jpg,Heart,Wavy
