image_path,gender,face_shape,hairstyle
dataset\women\Long_hair_0490.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0491.jpg,women,Round,Long_hair
dataset\women\Long_hair_0492.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Long_hair_0493.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0494.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0495.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0496.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0497.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0498.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0499.jpg,women,Round,Long_hair
dataset\women\Long_hair_0500.jpg,women,Round,Long_hair
dataset\women\Long_hair_0501.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0502.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0503.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0504.jpg,women,Heart,Straight_layered_hair
dataset\women\Long_hair_0505.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0506.jpg,women,Heart,Long_hair
dataset\women\Long_hair_0507.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0508.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0509.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0510.jpg,women,Round,Long_hair
dataset\women\Long_hair_0511.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0512.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0513.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0514.jpg,women,Square,Long_hair
dataset\women\Long_hair_0515.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0516.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0517.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0518.jpg,women,Heart,Pomade
dataset\women\Long_hair_0519.jpg,women,Oval,Textured_Cut
dataset\women\Long_hair_0520.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0521.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0522.jpg,women,Round,Long_hair
dataset\women\Long_hair_0523.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0524.jpg,women,Heart,Hush_Cut
dataset\women\Long_hair_0525.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0526.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0527.jpg,women,Round,Long_hair
dataset\women\Long_hair_0528.jpg,women,Round,Long_hair
dataset\women\Long_hair_0529.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0530.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0531.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0532.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0533.jpg,women,Round,Middle
dataset\women\Long_hair_0534.jpg,women,Oval,Hush_Cut
dataset\women\Long_hair_0535.jpg,women,Oval,Pomade
dataset\women\Long_hair_0536.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0537.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0538.jpg,women,Oval,Pomade
dataset\women\Long_hair_0539.jpg,women,Round,Long_hair
dataset\women\Long_hair_0540.jpg,women,Heart,Girls_short_hair
dataset\women\Long_hair_0541.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0542.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Long_hair_0543.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0544.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0545.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0546.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0547.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0548.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0549.jpg,women,Square,Straight_layered_hair
dataset\women\Long_hair_0550.jpg,women,Round,Long_hair
dataset\women\Long_hair_0551.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0552.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0553.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0554.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0555.jpg,women,Oval,Girls_short_hair
dataset\women\Long_hair_0556.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0557.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0558.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0559.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0560.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0561.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0562.jpg,women,Round,Girls_short_hair
dataset\women\Long_hair_0563.jpg,women,Oval,Comma_bangs
dataset\women\Long_hair_0564.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0565.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0566.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0567.jpg,women,Round,Long_hair
dataset\women\Long_hair_0568.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0569.jpg,women,Heart,Straight_layered_hair
dataset\women\Long_hair_0570.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0571.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0572.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0573.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0574.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0575.jpg,women,Round,Long_hair
dataset\women\Long_hair_0576.jpg,women,Round,Long_hair
dataset\women\Long_hair_0577.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0578.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0579.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0580.jpg,women,Round,Long_hair
dataset\women\Long_hair_0581.jpg,women,Oval,Pomade
dataset\women\Long_hair_0582.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0583.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0584.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0585.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0586.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0587.jpg,women,Round,Long_hair
dataset\women\Long_hair_0588.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0589.jpg,women,Round,Hush_Cut
dataset\women\Long_hair_0590.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0591.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0592.jpg,women,Round,Textured_Cut
dataset\women\Long_hair_0593.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0594.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0595.jpg,women,Round,Hush_Cut
dataset\women\Long_hair_0596.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0597.jpg,women,Round,Long_hair
dataset\women\Long_hair_0598.jpg,women,Oval,Hush_Cut
dataset\women\Long_hair_0599.jpg,women,Oval,Layered_curly_hairstyle
dataset\women\Long_hair_0600.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0601.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0602.jpg,women,Round,Long_hair
dataset\women\Long_hair_0603.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0604.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0605.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0606.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0607.jpg,women,Oval,Hush_Cut
dataset\women\Long_hair_0608.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0609.jpg,women,Square,Long_hair
dataset\women\Long_hair_0610.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0611.jpg,women,Round,Hush_Cut
dataset\women\Long_hair_0612.jpg,women,Oval,Bob
dataset\women\Long_hair_0613.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0614.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0615.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0616.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0617.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0618.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0619.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0620.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0621.jpg,women,Round,Long_hair
dataset\women\Long_hair_0622.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0623.jpg,women,Round,Long_hair
dataset\women\Long_hair_0624.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0625.jpg,women,Round,Long_hair
dataset\women\Long_hair_0626.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0627.jpg,women,Oval,Girls_short_hair
dataset\women\Long_hair_0628.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0629.jpg,women,Heart,Long_hair
dataset\women\Long_hair_0630.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0631.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0632.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0633.jpg,women,Round,Long_hair
dataset\women\Long_hair_0634.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0635.jpg,women,Round,Long_hair
dataset\women\Long_hair_0636.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0637.jpg,women,Heart,Long_hair
dataset\women\Long_hair_0638.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0639.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0640.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0641.jpg,women,Oval,Pomade
dataset\women\Long_hair_0642.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0643.jpg,women,Oblong,Girls_short_hair
dataset\women\Long_hair_0644.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0645.jpg,women,Round,Long_hair
dataset\women\Long_hair_0646.jpg,women,Oval,Pomade
dataset\women\Long_hair_0647.jpg,women,Round,Long_hair
dataset\women\Long_hair_0648.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0649.jpg,women,Round,Long_hair
dataset\women\Long_hair_0650.jpg,women,Round,Textured_Cut
dataset\women\Long_hair_0651.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0652.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0653.jpg,women,Round,Comma_bangs
dataset\women\Long_hair_0654.jpg,women,Square,Straight_layered_hair
dataset\women\Long_hair_0655.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0656.jpg,women,Round,Long_hair
dataset\women\Long_hair_0657.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0658.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0659.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0660.jpg,women,Round,Long_hair
dataset\women\Long_hair_0661.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0662.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0663.jpg,women,Oval,Pomade
dataset\women\Long_hair_0664.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0665.jpg,women,Round,Long_hair
dataset\women\Long_hair_0666.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0667.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0668.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0669.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0670.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0671.jpg,women,Round,Long_hair
dataset\women\Long_hair_0672.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0673.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0674.jpg,women,Oblong,Hush_Cut
dataset\women\Long_hair_0675.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0676.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0677.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0678.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0679.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0680.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0681.jpg,women,Round,Long_hair
dataset\women\Long_hair_0682.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0683.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0684.jpg,women,Round,Long_hair
dataset\women\Long_hair_0685.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0686.jpg,women,Oval,Layered_curly_hairstyle
dataset\women\Long_hair_0687.jpg,women,Oval,Girls_short_hair
dataset\women\Long_hair_0688.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0689.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0690.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0691.jpg,women,Heart,Long_hair
dataset\women\Long_hair_0692.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0693.jpg,women,Oval,Pomade
dataset\women\Long_hair_0694.jpg,women,Round,Long_hair
dataset\women\Long_hair_0695.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0696.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0697.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0698.jpg,women,Round,Comma_bangs
dataset\women\Long_hair_0699.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0700.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0701.jpg,women,Round,Long_hair
dataset\women\Long_hair_0702.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0703.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0704.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0705.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0706.jpg,women,Round,Long_hair
dataset\women\Long_hair_0707.jpg,women,Round,Long_hair
dataset\women\Long_hair_0708.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0709.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0710.jpg,women,Oval,Pomade
dataset\women\Long_hair_0711.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0712.jpg,women,Square,Pomade
dataset\women\Long_hair_0713.jpg,women,Round,Long_hair
dataset\women\Long_hair_0714.jpg,women,Oblong,Girls_short_hair
dataset\women\Long_hair_0715.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0716.jpg,women,Oval,Girls_short_hair
dataset\women\Long_hair_0717.jpg,women,Round,Girls_short_hair
dataset\women\Long_hair_0718.jpg,women,Round,Long_hair
dataset\women\Long_hair_0719.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0720.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0721.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0722.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0723.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0724.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0725.jpg,women,Round,Pomade
dataset\women\Long_hair_0726.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0727.jpg,women,Oval,Pixie_Cut
dataset\women\Long_hair_0728.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0729.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0730.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0731.jpg,women,Round,Textured_Cut
dataset\women\Long_hair_0732.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0733.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0734.jpg,women,Round,Pomade
dataset\women\Long_hair_0735.jpg,women,Oval,Girls_short_hair
dataset\women\Long_hair_0736.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0737.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0738.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0739.jpg,women,Round,Long_hair
dataset\women\Long_hair_0740.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0741.jpg,women,Oblong,Long_hair
dataset\women\Long_hair_0742.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0743.jpg,women,Oval,Pomade
dataset\women\Long_hair_0744.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0745.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0746.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0747.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0748.jpg,women,Round,Long_hair
dataset\women\Long_hair_0749.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0750.jpg,women,Round,Pomade
dataset\women\Long_hair_0751.jpg,women,Round,Long_hair
dataset\women\Long_hair_0752.jpg,women,Oblong,Hush_Cut
dataset\women\Long_hair_0753.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0754.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0755.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0756.jpg,women,Oblong,Straight_layered_hair
dataset\women\Long_hair_0757.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0758.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0759.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0760.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0761.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0762.jpg,women,Round,Long_hair
dataset\women\Long_hair_0763.jpg,women,Round,Bob
dataset\women\Long_hair_0764.jpg,women,Round,Girls_short_hair
dataset\women\Long_hair_0765.jpg,women,Round,Straight_layered_hair
dataset\women\Long_hair_0766.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0767.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0768.jpg,women,Oval,Straight_layered_hair
dataset\women\Long_hair_0769.jpg,women,Oval,Long_hair
dataset\women\Long_hair_0770.jpg,women,Round,Pomade
dataset\women\Pixie_Cut_0001.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0002.jpg,women,Oblong,Hush_Cut
dataset\women\Pixie_Cut_0003.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0004.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0005.jpg,women,Oval,Long_hair
dataset\women\Pixie_Cut_0006.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0007.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0008.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0009.jpg,women,Oblong,Pixie_Cut
dataset\women\Pixie_Cut_0010.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0011.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0012.jpg,women,Oval,Hush_Cut
dataset\women\Pixie_Cut_0013.jpg,women,Oblong,Pixie_Cut
dataset\women\Pixie_Cut_0014.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0015.jpg,women,Round,Hush_Cut
dataset\women\Pixie_Cut_0016.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0017.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0018.jpg,women,Oblong,Straight_layered_hair
dataset\women\Pixie_Cut_0019.jpg,women,Oval,Comma_bangs
dataset\women\Pixie_Cut_0020.jpg,women,Oblong,Long_hair
dataset\women\Pixie_Cut_0021.jpg,women,Oblong,Straight_layered_hair
dataset\women\Pixie_Cut_0022.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0023.jpg,women,Heart,Pixie_Cut
dataset\women\Pixie_Cut_0024.jpg,women,Oval,Pixie_Cut
dataset\women\Pixie_Cut_0025.jpg,women,Round,Girls_curly_hair_style
dataset\women\Pixie_Cut_0026.jpg,women,Oblong,Straight_layered_hair
dataset\women\Pixie_Cut_0027.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0028.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0029.jpg,women,Round,Hush_Cut
dataset\women\Pixie_Cut_0030.jpg,women,Oblong,Straight_layered_hair
dataset\women\Pixie_Cut_0031.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0032.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0033.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0034.jpg,women,Round,Textured_Cut
dataset\women\Pixie_Cut_0035.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Pixie_Cut_0036.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0037.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0038.jpg,women,Round,Hush_Cut
dataset\women\Pixie_Cut_0039.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0040.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0041.jpg,women,Oval,Long_hair
dataset\women\Pixie_Cut_0042.jpg,women,Round,Girls_curly_hair_style
dataset\women\Pixie_Cut_0043.jpg,women,Oval,Hush_Cut
dataset\women\Pixie_Cut_0044.jpg,women,Oblong,Pixie_Cut
dataset\women\Pixie_Cut_0045.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0046.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0047.jpg,women,Oblong,Straight_layered_hair
dataset\women\Pixie_Cut_0048.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0049.jpg,women,Oblong,Long_hair
dataset\women\Pixie_Cut_0050.jpg,women,Square,Pixie_Cut
dataset\women\Pixie_Cut_0051.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Pixie_Cut_0052.jpg,women,Round,Girls_short_hair
dataset\women\Pixie_Cut_0053.jpg,women,Oval,Pomade
dataset\women\Pixie_Cut_0054.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0055.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0056.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0057.jpg,women,Square,Textured_Cut
dataset\women\Pixie_Cut_0058.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0059.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0060.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0061.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0062.jpg,women,Round,Textured_Cut
dataset\women\Pixie_Cut_0063.jpg,women,Oval,Textured_Cut
dataset\women\Pixie_Cut_0064.jpg,women,Oblong,Pixie_Cut
dataset\women\Pixie_Cut_0065.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0066.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0067.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0068.jpg,women,Round,Long_hair
dataset\women\Pixie_Cut_0069.jpg,women,Oval,Girls_short_hair
dataset\women\Pixie_Cut_0070.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0071.jpg,women,Oval,Long_hair
dataset\women\Pixie_Cut_0072.jpg,women,Round,Long_hair
dataset\women\Pixie_Cut_0073.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0074.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0075.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0076.jpg,women,Square,Pixie_Cut
dataset\women\Pixie_Cut_0077.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0078.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0079.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0080.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0081.jpg,women,Round,Girls_curly_hair_style
dataset\women\Pixie_Cut_0082.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0083.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0084.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0085.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0086.jpg,women,Oval,Long_hair
dataset\women\Pixie_Cut_0087.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0088.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0089.jpg,women,Square,Straight_layered_hair
dataset\women\Pixie_Cut_0090.jpg,women,Oval,Pixie_Cut
dataset\women\Pixie_Cut_0091.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0092.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0093.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0094.jpg,women,Round,Girls_short_hair
dataset\women\Pixie_Cut_0095.jpg,women,Oval,Pixie_Cut
dataset\women\Pixie_Cut_0096.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0097.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0098.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0099.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0100.jpg,women,Heart,Girls_curly_hair_style
dataset\women\Pixie_Cut_0101.jpg,women,Oval,Long_hair
dataset\women\Pixie_Cut_0102.jpg,women,Oblong,Straight_layered_hair
dataset\women\Pixie_Cut_0103.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0104.jpg,women,Round,Girls_curly_hair_style
dataset\women\Pixie_Cut_0105.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0106.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0107.jpg,women,Square,Hush_Cut
dataset\women\Pixie_Cut_0108.jpg,women,Round,Long_hair
dataset\women\Pixie_Cut_0109.jpg,women,Oval,Pixie_Cut
dataset\women\Pixie_Cut_0110.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0111.jpg,women,Round,Long_hair
dataset\women\Pixie_Cut_0112.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0113.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0114.jpg,women,Oval,Girls_short_hair
dataset\women\Pixie_Cut_0115.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0116.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0117.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0118.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Pixie_Cut_0119.jpg,women,Oval,Middle
dataset\women\Pixie_Cut_0120.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0121.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0122.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0123.jpg,women,Oval,Textured_Cut
dataset\women\Pixie_Cut_0124.jpg,women,Round,Pixie_Cut
dataset\women\Pixie_Cut_0125.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Pixie_Cut_0126.jpg,women,Round,Straight_layered_hair
dataset\women\Pixie_Cut_0127.jpg,women,Oblong,Straight_layered_hair
dataset\women\Pixie_Cut_0128.jpg,women,Oval,Straight_layered_hair
dataset\women\Pixie_Cut_0129.jpg,women,Round,Middle
dataset\women\Pixie_Cut_0130.jpg,women,Oval,Straight_layered_hair
